,date,open,high,low,close,volume,Symbol,Name
0,2001-04-10,0.2252,0.2271,0.2194,0.2233,53584000.0,00386,中国石化
1,2001-04-11,0.2252,0.2271,0.2213,0.2213,45920750.0,00386,中国石化
2,2001-04-12,0.2233,0.2271,0.2213,0.2233,40044000.0,00386,中国石化
3,2001-04-17,0.231,0.2368,0.2291,0.2291,96175000.0,00386,中国石化
4,2001-04-18,0.2349,0.2524,0.233,0.2485,209699000.0,00386,中国石化
5,2001-04-19,0.2524,0.2621,0.2466,0.2504,214454000.0,00386,中国石化
6,2001-04-20,0.2524,0.2601,0.2446,0.2485,152480000.0,00386,中国石化
7,2001-04-23,0.2504,0.2582,0.2485,0.2582,54862000.0,00386,中国石化
8,2001-04-24,0.2582,0.264,0.2543,0.2621,84906000.0,00386,中国石化
9,2001-04-25,0.264,0.2699,0.2601,0.264,189343200.0,00386,中国石化
10,2001-04-26,0.264,0.2679,0.2621,0.264,82530190.0,00386,中国石化
11,2001-04-27,0.264,0.2718,0.2621,0.2699,147917000.0,00386,中国石化
12,2001-05-02,0.2757,0.2815,0.2737,0.2796,189772000.0,00386,中国石化
13,2001-05-03,0.2807,0.2807,0.2704,0.2745,117373300.0,00386,中国石化
14,2001-05-04,0.2725,0.2745,0.2643,0.2704,80252000.0,00386,中国石化
15,2001-05-07,0.2704,0.2766,0.2684,0.2725,84624000.0,00386,中国石化
16,2001-05-08,0.2725,0.2848,0.2704,0.2827,101319000.0,00386,中国石化
17,2001-05-09,0.2827,0.2909,0.2807,0.2868,126938000.0,00386,中国石化
18,2001-05-10,0.2868,0.2909,0.2807,0.2848,97102000.0,00386,中国石化
19,2001-05-11,0.2848,0.295,0.2807,0.293,103985000.0,00386,中国石化
20,2001-05-14,0.293,0.3012,0.2909,0.293,92487000.0,00386,中国石化
21,2001-05-15,0.295,0.2991,0.293,0.2971,58908000.0,00386,中国石化
22,2001-05-16,0.2991,0.3114,0.2971,0.3053,203022800.0,00386,中国石化
23,2001-05-17,0.3114,0.3114,0.2991,0.3012,173890000.0,00386,中国石化
24,2001-05-18,0.3032,0.3073,0.293,0.3073,120740000.0,00386,中国石化
