,date,open,high,low,close,volume,Symbol,Name
0,1998-06-01,15.104,15.104,14.0113,14.0756,4611451.0,00011,恒生银行
1,1998-06-02,14.0756,14.0756,13.1758,13.5614,4213628.0,00011,恒生银行
2,1998-06-03,13.5614,13.5614,12.983,13.3686,3806279.0,00011,恒生银行
3,1998-06-04,13.4972,13.4972,12.983,13.0473,3419973.0,00011,恒生银行
4,1998-06-05,13.2401,13.3686,12.983,13.0473,1656101.0,00011,恒生银行
5,1998-06-08,12.983,13.3686,12.6231,13.2401,2327715.0,00011,恒生银行
6,1998-06-09,13.2401,13.2401,12.7259,12.7773,1589179.0,00011,恒生银行
7,1998-06-10,12.7516,12.7516,11.3119,11.749,4968587.0,00011,恒生银行
8,1998-06-11,11.749,11.749,11.1062,11.6718,6697871.0,00011,恒生银行
9,1998-06-12,11.4405,12.1603,11.4405,12.0575,4150142.0,00011,恒生银行
10,1998-06-15,11.9546,11.9546,11.2348,11.2605,4185477.0,00011,恒生银行
11,1998-06-16,11.2605,11.4147,10.5664,10.772,4742324.0,00011,恒生银行
12,1998-06-17,11.2348,11.4405,10.9263,11.4147,3809560.0,00011,恒生银行
13,1998-06-18,11.9546,12.5716,11.8518,12.006,7648017.0,00011,恒生银行
14,1998-06-19,11.9546,12.366,11.8261,12.1089,4201524.0,00011,恒生银行
15,1998-06-22,12.1089,12.2117,11.1577,11.1834,2527939.0,00011,恒生银行
16,1998-06-23,11.3633,11.5176,10.7463,11.0034,4192700.0,00011,恒生银行
17,1998-06-24,11.0548,11.1834,10.8491,11.1062,2729222.0,00011,恒生银行
18,1998-06-25,11.2091,11.9289,11.1062,11.8518,4526934.0,00011,恒生银行
19,1998-06-26,11.8518,11.9546,11.2605,11.3376,5333520.0,00011,恒生银行
20,1998-06-29,11.4405,11.6718,11.1319,11.1834,4750904.0,00011,恒生银行
21,1998-06-30,11.3119,11.4662,11.1834,11.2605,1787600.0,00011,恒生银行
22,1998-07-02,11.6461,12.006,11.6461,11.8004,6096614.0,00011,恒生银行
23,1998-07-03,11.6975,11.6975,11.4405,11.5947,2371140.0,00011,恒生银行
24,1998-07-06,11.4919,11.4919,11.1319,11.1319,2428102.0,00011,恒生银行
25,1998-07-07,11.1834,11.3119,11.0034,11.0548,2816812.0,00011,恒生银行
26,1998-07-08,11.1062,11.3376,11.1062,11.2348,1655300.0,00011,恒生银行
27,1998-07-09,11.3119,11.3119,10.952,10.952,1651504.0,00011,恒生银行
28,1998-07-10,10.952,10.952,10.6692,10.7977,2882080.0,00011,恒生银行
29,1998-07-13,10.7206,10.7206,10.1036,10.4378,2862100.0,00011,恒生银行
30,1998-07-14,10.5149,10.6435,10.3607,10.5921,1679380.0,00011,恒生银行
31,1998-07-15,10.772,11.0805,10.7463,10.952,2168176.0,00011,恒生银行
32,1998-07-16,10.952,11.2862,10.7977,11.2348,2100030.0,00011,恒生银行
33,1998-07-17,11.3119,11.3633,10.772,10.9263,3471038.0,00011,恒生银行
34,1998-07-20,11.0291,11.0291,10.6692,10.9006,1185933.0,00011,恒生银行
35,1998-07-21,10.9006,10.9777,10.772,10.8234,1687730.0,00011,恒生银行
36,1998-07-22,10.7977,10.7977,10.4635,10.5406,2204235.0,00011,恒生银行
37,1998-07-23,10.4121,10.4121,10.1807,10.335,2579915.0,00011,恒生银行
38,1998-07-24,10.1293,10.5406,10.0779,10.4378,1953710.0,00011,恒生银行
39,1998-07-27,10.4121,10.4121,10.1293,10.155,2234853.0,00011,恒生银行
40,1998-07-28,10.2064,10.2578,10.0265,10.0522,2911442.0,00011,恒生银行
41,1998-07-29,10.0522,10.155,9.7694,9.8465,2980272.0,00011,恒生银行
42,1998-07-30,9.7694,9.7951,9.4866,9.7437,4950200.0,00011,恒生银行
43,1998-07-31,9.8208,9.8722,9.5637,9.718,1897443.0,00011,恒生银行
44,1998-08-03,9.6151,9.6151,9.2552,9.4352,3431700.0,00011,恒生银行
45,1998-08-04,9.3837,10.1807,9.3066,10.1036,4915575.0,00011,恒生银行
46,1998-08-05,10.0265,10.4378,9.8722,10.3093,6581198.0,00011,恒生银行
47,1998-08-06,10.3864,10.4121,9.8979,9.8979,3944860.0,00011,恒生银行
48,1998-08-07,9.8465,9.8979,9.538,9.6151,4212000.0,00011,恒生银行
49,1998-08-10,9.6408,9.8979,9.6408,9.7951,2206778.0,00011,恒生银行
50,1998-08-11,9.7951,9.8465,9.5637,9.6922,2791664.0,00011,恒生银行
51,1998-08-12,9.6922,9.7951,9.5894,9.6665,3777600.0,00011,恒生银行
52,1998-08-13,9.7694,9.7694,9.2038,9.4609,5110512.0,00011,恒生银行
53,1998-08-14,9.4352,10.3093,9.3837,10.2836,8361998.0,00011,恒生银行
54,1998-08-17,10.2836,10.2836,10.2836,10.2836,0.0,00011,恒生银行
55,1998-08-18,10.2836,10.3607,9.9236,10.0008,3770143.0,00011,恒生银行
56,1998-08-19,10.0265,10.6178,10.0265,10.335,7609694.0,00011,恒生银行
