date,symbol,action,price,score
1998-07-02,5,SELL,5.5059,3
1998-07-16,5,SELL,5.4635,3
1998-07-17,5,SELL,5.5768,3
1998-07-21,5,SELL,5.6192,3
1998-07-22,5,SELL,5.5909,3
1998-10-12,5,SELL,4.4303,3
1998-10-13,5,SELL,4.4868,3
1998-10-14,5,SELL,4.4868,4
1998-10-15,5,SELL,4.6001,4
1998-10-16,5,SELL,4.9681,4
1998-10-19,5,SELL,4.8974,4
1998-10-20,5,SELL,4.9681,4
1998-10-21,5,SELL,5.0247,3
1998-10-22,5,SELL,5.1097,3
1998-10-23,5,SELL,5.1521,3
1998-10-26,5,SELL,5.053,3
1998-10-27,5,SELL,5.0813,3
1998-11-04,5,SELL,5.3503,3
1998-11-20,5,SELL,5.2795,3
1998-11-23,5,SELL,5.5909,3
1998-11-24,5,SELL,5.69,3
1998-11-25,5,SELL,5.6333,3
1998-11-26,5,SELL,5.7749,3
1998-11-27,5,SELL,5.7466,4
1998-11-30,5,SELL,5.6192,3
1999-01-08,5,SELL,5.8315,3
1999-01-11,5,SELL,5.7749,3
1999-01-12,5,SELL,5.8315,3
1999-02-23,5,SELL,5.8315,3
1999-02-24,5,SELL,5.973,3
1999-02-25,5,SELL,6.0297,4
1999-02-26,5,SELL,6.1712,4
1999-03-01,5,SELL,6.3127,4
1999-03-02,5,SELL,6.1995,4
1999-03-03,5,SELL,6.1995,3
1999-03-04,5,SELL,6.1995,3
1999-03-05,5,SELL,6.4543,4
1999-03-08,5,SELL,6.3694,3
1999-03-09,5,SELL,6.5392,3
1999-03-10,5,SELL,6.7091,3
1999-03-11,5,SELL,6.6241,3
1999-03-12,5,SELL,6.7091,3
1999-03-15,5,SELL,6.7091,3
1999-03-16,5,SELL,6.7373,3
1999-03-17,5,SELL,6.8223,3
1999-03-22,5,SELL,6.8506,3
1999-04-01,5,SELL,7.0205,3
1999-04-07,5,SELL,7.4451,4
1999-04-08,5,SELL,7.615,4
1999-04-09,5,SELL,7.6432,4
1999-04-12,5,SELL,7.53,4
1999-04-13,5,SELL,7.6432,4
1999-04-14,5,SELL,7.5866,3
1999-04-15,5,SELL,7.6432,3
1999-04-16,5,SELL,7.8414,4
1999-04-19,5,SELL,7.9263,4
1999-04-27,5,SELL,8.1528,3
1999-04-29,5,SELL,8.1528,3
1999-06-07,5,SELL,7.8414,3
1999-06-08,5,SELL,7.8697,4
1999-06-09,5,SELL,7.8414,4
1999-06-10,5,SELL,7.8414,4
1999-06-11,5,SELL,7.9829,4
1999-06-14,5,SELL,8.0679,4
1999-06-15,5,SELL,8.0396,4
1999-06-16,5,SELL,8.0679,3
1999-06-17,5,SELL,8.2377,4
1999-06-21,5,SELL,8.4925,4
1999-06-22,5,SELL,8.3793,4
1999-06-23,5,SELL,8.3793,3
1999-07-05,5,SELL,25.8596,4
1999-07-06,5,SELL,25.6048,4
1999-07-07,5,SELL,25.7322,4
1999-07-08,5,SELL,25.6048,4
1999-07-09,5,SELL,25.4137,3
1999-07-12,5,SELL,25.2227,3
1999-07-13,5,SELL,25.2864,3
1999-07-14,5,SELL,24.522,3
1999-07-21,5,SELL,23.8214,3
1999-08-19,5,SELL,24.6739,3
1999-08-20,5,SELL,24.8028,3
1999-08-23,5,SELL,24.8028,3
1999-08-24,5,SELL,24.9316,3
1999-08-26,5,SELL,25.1893,3
1999-08-30,5,SELL,25.1893,3
1999-10-29,5,SELL,24.0297,3
1999-11-01,5,SELL,24.1586,3
1999-11-02,5,SELL,24.0941,3
1999-11-04,5,SELL,24.2874,3
1999-11-05,5,SELL,24.3518,4
1999-11-08,5,SELL,24.223,3
1999-11-09,5,SELL,24.5451,3
1999-11-10,5,SELL,25.1893,4
1999-11-11,5,SELL,24.9961,3
1999-11-16,5,SELL,25.447,3
1999-11-17,5,SELL,26.4134,4
1999-11-18,5,SELL,26.4134,4
1999-11-19,5,SELL,26.4134,4
1999-11-22,5,SELL,26.5422,3
1999-11-24,5,SELL,27.1864,4
1999-12-10,5,SELL,27.0576,3
1999-12-13,5,SELL,27.573,3
1999-12-14,5,SELL,27.3153,3
1999-12-24,5,SELL,27.8307,3
1999-12-28,5,SELL,27.573,3
1999-12-29,5,SELL,27.3153,3
1999-12-30,5,SELL,28.0884,3
2000-03-08,5,BUY,22.6768,5
2000-03-17,5,SELL,23.6261,3
2000-03-20,5,SELL,23.2324,3
2000-03-22,5,SELL,23.4949,3
2000-03-23,5,SELL,23.5605,3
2000-03-24,5,SELL,24.1512,4
2000-03-27,5,SELL,24.8075,4
2000-03-28,5,SELL,24.4137,3
2000-05-31,5,SELL,22.5761,3
2000-06-01,5,SELL,22.773,3
2000-06-02,5,SELL,22.8386,3
2000-06-05,5,SELL,23.4949,3
2000-06-07,5,SELL,24.2168,4
2000-06-08,5,SELL,23.9543,4
2000-06-09,5,SELL,23.9543,4
2000-06-12,5,SELL,24.0199,4
2000-06-13,5,SELL,23.9543,3
2000-06-14,5,SELL,24.3481,4
2000-06-15,5,SELL,24.5449,4
2000-06-16,5,SELL,24.4793,3
2000-07-11,5,SELL,24.6106,3
2000-07-12,5,SELL,25.3325,4
2000-07-13,5,SELL,25.595,4
2000-07-17,5,SELL,25.8575,4
2000-07-20,5,SELL,25.8575,3
2000-07-21,5,SELL,26.2513,4
2000-07-24,5,SELL,26.5138,4
2000-07-25,5,SELL,26.7763,4
2000-07-26,5,SELL,27.5638,4
2000-07-27,5,SELL,27.5638,4
2000-07-28,5,SELL,27.1701,3
2000-08-07,5,SELL,28.3514,4
2000-08-08,5,SELL,27.9576,3
2000-08-09,5,SELL,28.0889,3
2000-08-10,5,SELL,28.3514,4
2000-08-11,5,SELL,28.6139,4
2000-08-15,5,SELL,29.057,3
2000-08-16,5,SELL,29.1897,3
2000-08-18,5,SELL,28.7916,3
2000-08-22,5,SELL,30.1184,4
2000-08-23,5,SELL,29.9858,4
2000-08-24,5,SELL,30.5165,4
2000-09-04,5,SELL,30.7818,3
2000-09-06,5,SELL,30.3838,3
2000-09-07,5,SELL,30.3838,3
2000-11-01,5,SELL,29.9858,3
2000-11-02,5,SELL,29.9858,4
2000-11-03,5,SELL,30.9145,4
2000-11-06,5,SELL,30.7818,3
2000-11-07,5,SELL,30.9145,4
2000-11-08,5,SELL,30.6492,3
2000-12-11,5,SELL,30.6492,3
2000-12-12,5,SELL,30.7818,3
2000-12-13,5,SELL,31.1799,4
2000-12-14,5,SELL,30.9145,3
2001-01-05,5,SELL,31.4453,3
2001-01-08,5,SELL,31.1799,3
2001-01-09,5,SELL,31.5779,3
2001-01-23,5,SELL,31.4453,3
2001-01-29,5,SELL,32.1087,3
2001-01-30,5,SELL,31.976,3
2001-01-31,5,SELL,32.2413,3
2001-02-01,5,SELL,31.8433,3
2001-04-11,5,SELL,25.5171,3
2001-04-12,5,SELL,25.8564,3
2001-04-19,5,SELL,26.7386,3
2001-04-20,5,SELL,26.9422,3
2001-04-23,5,SELL,26.3314,3
2001-04-24,5,SELL,26.6707,3
2001-04-25,5,SELL,26.535,3
2001-04-27,5,SELL,26.8743,4
2001-05-02,5,SELL,27.4173,4
2001-05-21,5,SELL,26.9422,3
2001-05-22,5,SELL,27.0779,3
2001-05-23,5,SELL,27.0101,3
2001-05-24,5,SELL,27.1458,3
2001-05-25,5,SELL,27.0779,3
2001-06-08,5,SELL,26.8065,3
2001-08-02,5,SELL,24.6348,4
2001-08-03,5,SELL,24.6348,3
2001-08-06,5,SELL,24.5669,3
2001-08-08,5,SELL,25.042,4
2001-08-15,5,SELL,25.5171,4
2001-08-16,5,SELL,25.4492,4
2001-08-17,5,SELL,25.5171,4
2001-08-30,5,SELL,25.7915,3
2001-11-05,5,SELL,24.2744,3
2001-11-06,5,SELL,24.2744,3
2001-11-07,5,SELL,24.5502,3
2001-11-08,5,SELL,24.826,3
2001-11-09,5,SELL,24.6881,3
2001-11-12,5,SELL,24.6192,4
2001-11-13,5,SELL,24.6881,3
2001-11-14,5,SELL,25.1019,3
2001-11-15,5,SELL,25.4467,3
2001-11-16,5,SELL,25.3088,3
2001-11-19,5,SELL,25.5157,4
2001-11-20,5,SELL,25.6536,4
2001-11-21,5,SELL,25.7225,4
2001-11-22,5,SELL,25.9984,4
2001-11-23,5,SELL,25.9984,4
2001-11-26,5,SELL,26.1363,4
2001-11-29,5,SELL,25.7225,3
2001-12-06,5,SELL,26.8259,4
2001-12-07,5,SELL,27.1707,4
2001-12-10,5,SELL,26.757,3
2002-02-15,5,SELL,24.6192,3
2002-02-18,5,SELL,24.5502,3
2002-03-05,5,SELL,25.2398,3
2002-03-06,5,SELL,25.1019,3
2002-03-07,5,SELL,25.3088,3
2002-03-08,5,SELL,25.5846,3
2002-03-11,5,SELL,25.6536,3
2002-03-12,5,SELL,25.5846,4
2002-03-14,5,SELL,25.5846,3
2002-03-18,5,SELL,25.7225,3
2002-03-19,5,SELL,25.8605,3
2002-04-17,5,SELL,25.5108,3
2002-04-18,5,SELL,25.7935,3
2002-04-19,5,SELL,25.8642,3
2002-04-22,5,SELL,25.5815,3
2002-04-23,5,SELL,25.8642,3
2002-04-24,5,SELL,25.7935,3
2002-04-25,5,SELL,26.0055,3
2002-04-26,5,SELL,26.0055,4
2002-04-29,5,SELL,26.0055,4
2002-04-30,5,SELL,26.2175,4
2002-05-02,5,SELL,26.5002,4
2002-05-03,5,SELL,26.7828,4
2002-05-06,5,SELL,26.9242,4
2002-05-07,5,SELL,26.8535,4
2002-05-08,5,SELL,27.1362,4
2002-05-15,5,SELL,27.5602,4
2002-05-16,5,SELL,27.5602,4
2002-05-17,5,SELL,27.5602,4
2002-07-09,5,SELL,25.8642,3
2002-08-09,5,SELL,25.0162,3
2002-08-12,5,SELL,24.9455,3
2002-08-13,5,SELL,25.0868,3
2002-08-15,5,SELL,25.3695,3
2002-08-16,5,SELL,25.5108,3
2002-08-19,5,SELL,25.5108,3
2002-08-20,5,SELL,25.9348,3
2002-08-21,5,SELL,26.0354,3
2002-08-22,5,SELL,26.1792,4
2002-10-17,5,SELL,24.8127,3
2002-10-18,5,SELL,24.8127,3
2002-10-21,5,SELL,24.7408,3
2002-10-22,5,SELL,24.8846,4
2002-10-23,5,SELL,25.1723,4
2002-10-24,5,SELL,25.0285,3
2002-11-06,5,SELL,25.6758,3
2002-11-07,5,SELL,25.5319,3
2002-11-08,5,SELL,25.3881,3
2002-11-19,5,SELL,25.8915,3
2002-11-20,5,SELL,25.8196,3
2002-11-21,5,SELL,25.9634,3
2002-11-22,5,SELL,26.1792,3
2002-11-25,5,SELL,26.1073,3
2002-11-29,5,SELL,26.3231,4
2002-12-02,5,SELL,26.6107,4
2002-12-03,5,SELL,26.4669,3
2003-01-07,5,SELL,25.46,3
2003-01-08,5,SELL,25.5319,3
2003-01-09,5,SELL,25.46,3
2003-01-10,5,SELL,25.3881,3
2003-01-13,5,SELL,25.6038,3
2003-01-14,5,SELL,25.46,3
2003-01-15,5,SELL,25.6038,3
2003-02-20,5,SELL,24.3812,4
2003-03-18,5,SELL,24.3093,3
2003-03-19,5,SELL,24.7646,3
2003-03-20,5,SELL,24.8387,3
2003-03-21,5,SELL,24.8387,3
2003-03-24,5,SELL,24.6905,3
2003-04-07,5,SELL,24.9129,3
2003-04-08,5,SELL,24.7646,3
2003-04-16,5,SELL,24.9129,3
2003-04-30,5,SELL,25.2836,3
2003-05-02,5,SELL,25.3578,3
2003-05-05,5,SELL,25.5802,3
2003-05-06,5,SELL,25.5802,3
2003-05-07,5,SELL,25.8026,4
2003-05-09,5,SELL,26.4699,4
2003-05-12,5,SELL,26.3958,4
2003-05-13,5,SELL,26.2475,4
2003-05-14,5,SELL,26.4699,4
2003-05-15,5,SELL,26.6182,4
2003-05-16,5,SELL,26.4699,3
2003-05-19,5,SELL,26.6924,4
2003-05-26,5,SELL,27.1373,4
2003-05-27,5,SELL,26.989,3
2003-05-28,5,SELL,27.508,4
2003-05-29,5,SELL,27.6563,4
2003-05-30,5,SELL,27.5821,3
2003-06-02,5,SELL,27.5821,4
2003-06-03,5,SELL,27.6563,4
2003-06-05,5,SELL,27.8046,4
2003-06-06,5,SELL,27.9529,4
2003-06-09,5,SELL,28.1753,4
2003-06-11,5,SELL,27.7304,3
2003-06-13,5,SELL,28.2494,4
2003-06-16,5,SELL,28.2494,4
2003-06-17,5,SELL,28.7685,4
2003-06-18,5,SELL,28.7685,4
2003-06-19,5,SELL,28.6202,4
2003-06-20,5,SELL,28.4719,3
2003-07-16,5,SELL,28.3236,3
2003-07-17,5,SELL,28.1012,3
2003-07-22,5,SELL,27.9529,3
2003-07-29,5,SELL,28.3977,3
2003-07-30,5,SELL,28.3977,3
2003-07-31,5,SELL,28.3977,3
2003-08-01,5,SELL,28.6943,3
2003-08-13,5,SELL,29.3616,4
2003-08-14,5,SELL,29.8065,4
2003-08-15,5,SELL,30.2514,4
2003-08-18,5,SELL,30.2514,4
2003-08-19,5,SELL,30.1031,4
2003-08-20,5,SELL,30.0646,4
2003-08-21,5,SELL,30.3667,4
2003-08-22,5,SELL,30.3667,4
2003-08-25,5,SELL,30.2156,3
2003-09-05,5,SELL,30.6689,3
2003-09-08,5,SELL,30.8199,3
2003-09-09,5,SELL,30.8199,3
2003-09-18,5,SELL,30.971,3
2003-09-19,5,SELL,31.2732,3
2003-09-24,5,SELL,31.4243,3
2003-09-25,5,SELL,31.7264,4
2003-09-26,5,SELL,31.5753,3
2003-10-03,5,SELL,32.3307,4
2003-10-06,5,SELL,32.6329,4
2003-10-07,5,SELL,32.935,4
2003-10-08,5,SELL,32.935,4
2003-10-09,5,SELL,32.784,4
2003-10-10,5,SELL,33.0861,4
2003-10-13,5,SELL,33.0861,4
2003-10-14,5,SELL,32.935,3
2003-10-15,5,SELL,33.6904,4
2003-10-16,5,SELL,33.3883,4
2003-10-17,5,SELL,33.5394,4
2003-10-20,5,SELL,33.6904,4
2003-10-21,5,SELL,34.1437,4
2003-10-22,5,SELL,34.4458,4
2003-10-30,5,SELL,34.8991,3
2003-10-31,5,SELL,35.3523,3
2003-11-03,5,SELL,35.9566,4
2003-11-04,5,SELL,35.9566,4
2003-11-05,5,SELL,35.9566,4
2003-11-26,5,SELL,35.9385,3
2003-11-27,5,SELL,35.7862,3
2003-11-28,5,SELL,36.2431,3
2003-12-01,5,SELL,36.3954,3
2003-12-02,5,SELL,36.3954,3
2003-12-03,5,SELL,36.0908,5
2003-12-04,5,SELL,36.0908,3
2003-12-22,5,SELL,36.8522,3
2003-12-23,5,SELL,36.6999,3
2003-12-24,5,SELL,36.8522,3
2003-12-29,5,SELL,37.1568,3
2003-12-30,5,SELL,37.0045,4
2003-12-31,5,SELL,37.3091,3
2004-01-02,5,SELL,37.7659,4
2004-01-05,5,SELL,37.9182,4
2004-01-06,5,SELL,37.7659,4
2004-01-07,5,SELL,38.375,4
2004-01-08,5,SELL,38.2227,4
2004-01-09,5,SELL,38.5273,4
2004-02-10,5,SELL,37.7659,3
2004-02-11,5,SELL,37.9182,3
2004-02-12,5,SELL,38.375,3
2004-02-13,5,SELL,38.375,3
2004-02-16,5,SELL,38.5273,3
2004-02-17,5,SELL,38.375,4
2004-02-18,5,SELL,39.1364,4
2004-02-19,5,SELL,38.6796,3
2004-04-07,5,SELL,36.6641,3
2004-04-08,5,SELL,36.6641,3
2004-04-13,5,SELL,36.6641,3
2004-04-23,5,BUY,35.8906,6
2004-05-27,5,SELL,35.6016,3
2004-05-28,5,SELL,36.07,3
2004-05-31,5,SELL,36.6946,4
2004-06-01,5,SELL,36.2262,3
2004-06-02,5,SELL,36.6946,4
2004-06-03,5,SELL,36.2262,3
2004-06-04,5,SELL,36.5385,4
2004-06-07,5,SELL,37.0069,4
2004-06-08,5,SELL,37.0069,4
2004-06-09,5,SELL,37.0069,4
2004-06-30,5,SELL,36.6946,3
2004-07-16,5,BUY,35.9139,5
2004-07-21,5,SELL,36.3823,3
2004-07-22,5,SELL,36.2262,3
2004-07-23,5,SELL,36.2262,3
2004-07-26,5,SELL,36.07,5
2004-08-05,5,SELL,37.163,3
2004-08-06,5,SELL,37.163,3
2004-08-09,5,SELL,37.163,4
2004-08-10,5,SELL,37.0069,3
2004-08-11,5,SELL,37.0069,3
2004-08-12,5,SELL,37.0069,3
2004-08-23,5,SELL,37.1702,3
2004-08-24,5,SELL,37.6427,4
2004-08-25,5,SELL,37.9577,4
2004-08-26,5,SELL,37.8002,3
2004-08-27,5,SELL,38.2727,4
2004-08-30,5,SELL,38.2727,4
2004-08-31,5,SELL,38.1152,4
2004-09-01,5,SELL,38.5877,4
2004-09-02,5,SELL,38.4302,4
2004-09-03,5,SELL,38.4302,4
2004-09-06,5,SELL,38.7452,4
2004-09-07,5,SELL,38.7452,4
2004-09-15,5,SELL,38.9027,4
2004-09-16,5,SELL,38.9027,5
2004-09-17,5,SELL,39.0602,3
2004-10-07,5,SELL,39.5327,3
2004-10-08,5,SELL,39.5327,3
2004-10-11,5,SELL,39.6902,3
2004-10-12,5,SELL,39.5327,5
2004-10-13,5,SELL,39.5327,3
2004-11-01,5,SELL,39.8477,3
2004-11-02,5,SELL,40.3202,3
2004-11-03,5,SELL,40.4777,3
2004-11-04,5,SELL,40.7927,4
2004-11-05,5,SELL,41.1077,4
2004-11-08,5,SELL,41.5802,4
2004-11-09,5,SELL,41.2652,4
2004-11-10,5,SELL,41.7377,4
2004-11-11,5,SELL,41.7377,4
2004-11-12,5,SELL,42.3677,4
2004-11-15,5,SELL,42.9977,4
2004-12-01,5,SELL,42.3723,3
2004-12-02,5,SELL,42.531,3
2004-12-03,5,SELL,42.3723,3
2004-12-06,5,SELL,42.6897,3
2004-12-07,5,SELL,42.531,3
2004-12-23,5,SELL,42.055,3
2004-12-24,5,SELL,42.055,3
2004-12-28,5,SELL,42.055,3
2004-12-29,5,SELL,42.2136,3
2004-12-31,5,SELL,42.2136,3
2005-01-31,5,SELL,40.9441,3
2005-02-01,5,SELL,40.7854,3
2005-02-08,5,SELL,41.5789,3
2005-02-14,5,SELL,42.055,4
2005-02-15,5,SELL,42.055,4
2005-02-16,5,SELL,42.2136,4
2005-02-17,5,SELL,42.2136,4
2005-02-18,5,SELL,42.3723,4
2005-02-21,5,SELL,42.2136,4
2005-02-22,5,SELL,42.2136,4
2005-04-13,5,SELL,40.3384,3
2005-04-14,5,SELL,40.1771,3
2005-04-15,5,SELL,40.0157,3
2005-04-25,5,SELL,40.1771,3
2005-04-26,5,SELL,40.3384,3
2005-04-27,5,SELL,40.3384,3
2005-04-28,5,SELL,40.3384,3
2005-04-29,5,SELL,40.3384,3
2005-05-04,5,SELL,40.6611,3
2005-05-05,5,SELL,40.8225,3
2005-05-06,5,SELL,40.8225,3
2005-05-09,5,SELL,40.8225,4
2005-05-30,5,SELL,40.5326,3
2005-05-31,5,SELL,40.3698,3
2005-06-01,5,SELL,40.3698,3
2005-06-10,5,SELL,40.6954,3
2005-06-13,5,SELL,40.6954,3
2005-06-20,5,SELL,40.6954,3
2005-06-21,5,SELL,40.6954,3
2005-06-22,5,SELL,41.0209,3
2005-06-23,5,SELL,41.3465,4
2005-06-24,5,SELL,41.3465,4
2005-06-27,5,SELL,41.0209,3
2005-06-28,5,SELL,41.3465,3
2005-06-29,5,SELL,41.1837,3
2005-07-14,5,SELL,40.9558,3
2005-07-15,5,SELL,41.0209,3
2005-07-18,5,SELL,40.9884,3
2005-07-20,5,SELL,40.8581,3
2005-07-21,5,SELL,40.8907,3
2005-07-22,5,SELL,41.2488,3
2005-07-25,5,SELL,41.3465,3
2005-07-26,5,SELL,41.4442,3
2005-07-27,5,SELL,41.3465,4
2005-08-02,5,SELL,41.8348,4
2005-08-11,5,SELL,42.0302,3
2005-08-12,5,SELL,42.0627,3
2005-08-15,5,SELL,42.0302,3
2005-08-17,5,SELL,42.0599,4
2005-08-18,5,SELL,41.633,3
2005-09-07,5,SELL,41.5673,3
2005-09-08,5,SELL,41.6987,3
2005-09-09,5,SELL,41.6002,3
2005-09-12,5,SELL,41.5017,3
2005-09-16,5,SELL,41.3375,3
2005-09-30,5,SELL,41.436,3
2005-10-03,5,SELL,41.3703,3
2005-10-04,5,SELL,41.3047,3
2005-10-05,5,SELL,41.0748,3
2005-11-02,5,SELL,40.1227,3
2005-11-03,5,SELL,40.1883,3
2005-11-04,5,SELL,40.2868,3
2005-11-09,5,SELL,40.4838,4
2005-11-10,5,SELL,40.5823,4
2005-11-11,5,SELL,40.8778,4
2005-11-14,5,SELL,40.8778,4
2005-11-15,5,SELL,40.845,4
2005-11-16,5,SELL,40.9107,4
2005-11-17,5,SELL,40.9763,4
2005-11-18,5,SELL,41.1077,4
2005-11-21,5,SELL,41.2718,4
2005-11-22,5,SELL,41.2718,4
2005-11-23,5,SELL,41.5652,4
2005-11-24,5,SELL,41.6315,4
2005-11-25,5,SELL,41.499,4
2005-11-28,5,SELL,41.5321,4
2005-12-06,5,SELL,41.2009,3
2005-12-15,5,SELL,41.6977,3
2005-12-16,5,SELL,41.5984,3
2005-12-19,5,SELL,41.8964,3
2005-12-20,5,SELL,41.764,3
2005-12-21,5,SELL,41.8302,3
2005-12-23,5,SELL,41.5321,3
2006-01-05,5,SELL,41.9627,3
2006-01-06,5,SELL,42.2939,3
2006-01-09,5,SELL,42.9894,4
2006-01-10,5,SELL,43.3537,4
2006-01-11,5,SELL,43.3537,4
2006-01-12,5,SELL,43.4531,4
2006-01-13,5,SELL,43.4531,4
2006-01-16,5,SELL,43.4862,4
2006-02-16,5,SELL,42.5919,3
2006-02-17,5,SELL,42.7907,3
2006-02-20,5,SELL,42.8569,3
2006-02-21,5,SELL,42.9231,3
2006-02-22,5,SELL,42.9231,3
2006-02-23,5,SELL,43.2212,4
2006-02-24,5,SELL,43.6518,4
2006-02-27,5,SELL,44.0492,4
2006-02-28,5,SELL,44.2479,4
2006-03-01,5,SELL,43.9499,4
2006-03-02,5,SELL,44.0161,4
2006-03-17,5,SELL,44.1155,3
2006-03-20,5,SELL,44.3804,3
2006-03-21,5,SELL,44.2148,3
2006-04-04,5,SELL,44.1829,3
2006-04-06,5,SELL,44.5876,3
2006-04-07,5,SELL,44.4864,3
2006-04-10,5,SELL,44.4189,3
2006-04-11,5,SELL,44.2503,3
2006-04-12,5,SELL,44.0479,3
2006-04-19,5,SELL,44.8911,3
2006-04-20,5,SELL,45.1947,4
2006-04-21,5,SELL,45.0935,4
2006-04-26,5,SELL,44.5201,3
2006-05-03,5,SELL,46.3077,4
2006-05-04,5,SELL,46.274,4
2006-05-08,5,SELL,47.4881,4
2006-05-09,5,SELL,47.252,4
2006-05-10,5,SELL,47.8254,4
2006-05-11,5,SELL,47.9603,4
2006-05-12,5,SELL,47.5556,4
2006-06-16,5,SELL,46.1232,3
2006-06-19,5,SELL,46.0212,3
2006-06-20,5,SELL,45.647,3
2006-06-22,5,SELL,45.8851,3
2006-06-23,5,SELL,45.8511,3
2006-06-27,5,SELL,45.4089,3
2006-07-03,5,SELL,46.4294,3
2006-07-04,5,SELL,46.2593,3
2006-07-05,5,SELL,46.1913,3
2006-07-06,5,SELL,46.4294,3
2006-07-07,5,SELL,46.7355,3
2006-07-10,5,SELL,47.3818,4
2006-07-11,5,SELL,47.1097,4
2006-07-12,5,SELL,47.0756,3
2006-07-25,5,SELL,47.1097,3
2006-07-26,5,SELL,47.2117,3
2006-07-27,5,SELL,47.6879,3
2006-07-28,5,SELL,47.5518,3
2006-07-31,5,SELL,47.6539,3
2006-08-01,5,SELL,47.5859,3
2006-08-02,5,SELL,47.7559,3
2006-08-03,5,SELL,47.892,4
2006-08-08,5,SELL,47.994,4
2006-08-09,5,SELL,48.3682,4
2006-08-15,5,SELL,47.824,3
2006-08-30,5,SELL,48.2238,3
2006-08-31,5,SELL,48.4296,3
2006-09-01,5,SELL,48.361,3
2006-09-04,5,SELL,48.6697,3
2006-09-05,5,SELL,48.6697,3
2006-09-06,5,SELL,48.2238,3
2006-09-07,5,SELL,47.8122,3
2006-09-20,5,SELL,48.2924,3
2006-09-21,5,SELL,48.2924,3
2006-09-22,5,SELL,48.5325,3
2006-09-25,5,SELL,48.4982,3
2006-09-27,5,SELL,48.6354,3
2006-09-28,5,SELL,48.6697,4
2006-09-29,5,SELL,48.7383,4
2006-10-03,5,SELL,48.6354,4
2006-10-05,5,SELL,49.8015,4
2006-10-06,5,SELL,50.1102,4
2006-10-10,5,SELL,49.973,4
2006-10-11,5,SELL,49.9387,4
2006-10-12,5,SELL,49.9387,4
2006-10-13,5,SELL,50.2817,4
2006-10-16,5,SELL,50.2474,4
2006-10-17,5,SELL,50.3503,4
2006-10-18,5,SELL,50.3503,4
2006-10-20,5,SELL,50.4875,4
2006-10-23,5,SELL,50.4875,4
2006-10-26,5,SELL,50.4532,3
2006-11-02,5,SELL,51.5165,4
2006-11-03,5,SELL,51.4136,4
2006-11-06,5,SELL,51.5851,4
2006-11-07,5,SELL,51.8595,4
2006-11-08,5,SELL,51.7566,4
2006-11-09,5,SELL,51.8595,4
2006-11-10,5,SELL,51.6537,4
2006-12-28,5,SELL,49.3713,3
2007-01-02,5,SELL,49.6133,3
2007-01-03,5,SELL,50.0628,4
2007-01-04,5,SELL,49.7516,3
2007-01-19,5,SELL,49.4405,3
2007-01-22,5,SELL,50.2702,3
2007-01-23,5,SELL,49.9245,3
2007-01-24,5,SELL,49.6133,3
2007-01-25,5,SELL,49.8208,3
2007-02-28,5,BUY,47.2623,5
2007-03-22,5,SELL,48.1974,3
2007-03-23,5,SELL,48.4446,4
2007-03-26,5,SELL,48.5152,3
2007-03-27,5,SELL,48.374,3
2007-03-28,5,SELL,47.8443,3
2007-03-29,5,SELL,48.0209,3
2007-04-10,5,SELL,48.9742,4
2007-04-11,5,SELL,49.1861,4
2007-04-12,5,SELL,49.3626,4
2007-04-13,5,SELL,49.6804,4
2007-04-16,5,SELL,50.4572,4
2007-04-17,5,SELL,50.6338,4
2007-04-18,5,SELL,50.8456,4
2007-04-19,5,SELL,50.5632,4
2007-04-20,5,SELL,51.0575,4
2007-04-23,5,SELL,51.1987,4
2007-04-24,5,SELL,51.0222,4
2007-04-26,5,SELL,51.234,4
2007-05-03,5,SELL,51.9402,4
2007-05-04,5,SELL,51.8696,4
2007-05-09,5,SELL,51.799,3
2007-06-20,5,SELL,51.9527,3
2007-06-21,5,SELL,51.8102,3
2007-06-22,5,SELL,51.8458,3
2007-06-27,5,SELL,50.955,3
2007-07-10,5,SELL,51.7746,3
2007-07-12,5,SELL,51.2045,3
2007-07-18,5,SELL,51.9171,3
2007-07-19,5,SELL,51.9527,3
2007-07-25,5,SELL,51.2401,3
2007-08-08,5,SELL,51.5608,3
2007-08-09,5,SELL,51.4895,3
2007-09-12,5,BUY,49.9644,6
2007-09-19,5,BUY,50.8637,5
2007-09-21,5,SELL,50.9356,3
2007-09-24,5,SELL,51.5471,3
2007-09-25,5,SELL,51.1155,3
2007-09-27,5,SELL,51.5831,3
2007-09-28,5,SELL,51.1515,3
2007-10-02,5,SELL,51.7989,4
2007-10-03,5,SELL,53.1299,4
2007-10-04,5,SELL,53.5975,4
2007-10-05,5,SELL,54.245,4
2007-10-08,5,SELL,53.8853,4
2007-10-15,5,SELL,54.9644,4
2007-10-31,5,SELL,54.4968,3
2007-11-01,5,SELL,54.6767,3
2007-12-07,5,SELL,49.6578,3
2007-12-11,5,SELL,49.6578,3
2008-01-17,5,BUY,43.2281,5
2008-02-26,5,SELL,43.4824,3
2008-02-27,5,SELL,44.8991,3
2008-02-28,5,SELL,44.6811,3
2008-02-29,5,SELL,43.8456,3
2008-03-12,5,SELL,45.4803,3
2008-03-25,5,SELL,47.3269,3
2008-03-26,5,SELL,47.4386,3
2008-03-27,5,SELL,47.4759,3
2008-03-28,5,SELL,47.6622,3
2008-04-01,5,SELL,48.0722,3
